"","trial","estimate.Estimate","estimate.Std. Error","estimate.z value","estimate.Pr(>|z|)"
"reported.exposure_MSM23","Omitting Novitsky_2009",0.486303809651625,0.212394881097833,2.28962113935139,0.0220432884728377
"reported.exposure_MTC:IntraP23","Omitting Novitsky_2009",0.290605978172976,0.394903737406104,0.735890675742398,0.461797232194015
"reported.exposure_MTC:notiming23","Omitting Novitsky_2009",-0.231486249547432,0.499481875126605,-0.463452751891661,0.643039874229111
"reported.exposure_MTC:PostP23","Omitting Novitsky_2009",-0.230207413438543,0.931011965529938,-0.247265794599651,0.804702528940159
"reported.exposure_MTC:PreP23","Omitting Novitsky_2009",-0.269250739569974,0.389503118669345,-0.691267223969379,0.489397625198391
"reported.exposure_PWID23","Omitting Novitsky_2009",0.786531036289509,0.331249970564379,2.37443352809791,0.017575900542837
"(Intercept)24","Omitting Haaland_2009",-1.32588230371404,0.247138537818279,-5.36493545449783,8.09781715967865e-08
"reported.exposure_HSX:FTM24","Omitting Haaland_2009",-0.519813598280201,0.234030809978522,-2.2211331846773,0.0263419419998797
"reported.exposure_HSX:nodirection24","Omitting Haaland_2009",0.501699061484637,0.604745417966503,0.829603741639967,0.406762860600782
"reported.exposure_MSM24","Omitting Haaland_2009",0.46747077072126,0.211002237487357,2.21547778965742,0.0267272871762434
"reported.exposure_MTC:IntraP24","Omitting Haaland_2009",0.222800547951925,0.393025587891502,0.566885604439148,0.570791905208428
"reported.exposure_MTC:notiming24","Omitting Haaland_2009",-0.22776092959219,0.49426877068936,-0.460803803717016,0.644939372514211
"reported.exposure_MTC:PostP24","Omitting Haaland_2009",-0.394893216544451,0.928336517551169,-0.42537723021618,0.670561702096062
"reported.exposure_MTC:PreP24","Omitting Haaland_2009",-0.318684900532976,0.384935138147773,-0.827892465381105,0.40773140238092
"reported.exposure_PWID24","Omitting Haaland_2009",0.78911716947799,0.328754313308114,2.40032491600624,0.0163805248393628
"(Intercept)25","Omitting Bar_2010",-1.24131102081532,0.244785774761317,-5.07100962883031,3.95710748475337e-07
"reported.exposure_HSX:FTM25","Omitting Bar_2010",-0.60041634409848,0.230787202401086,-2.60160155265028,0.00927895884342219
"reported.exposure_HSX:nodirection25","Omitting Bar_2010",0.536053406988724,0.60096181363975,0.891992460788972,0.372396973416517
"reported.exposure_MSM25","Omitting Bar_2010",0.467789950921436,0.207682634958018,2.25242688689884,0.0242953082197541
"reported.exposure_MTC:IntraP25","Omitting Bar_2010",0.259574443031833,0.388836312504064,0.66756739194496,0.504409778129759
"reported.exposure_MTC:notiming25","Omitting Bar_2010",-0.314198436218634,0.495117133389048,-0.634594149606505,0.525693144771664
"reported.exposure_MTC:PostP25","Omitting Bar_2010",-0.264556461784846,0.919731707507692,-0.287645255268786,0.773618299499296
"reported.exposure_MTC:PreP25","Omitting Bar_2010",-0.259301443457318,0.381275345919186,-0.680089720546156,0.496447652862986
"reported.exposure_PWID25","Omitting Bar_2010",0.583247869374678,0.348174223068532,1.67516097037395,0.0939026529985648
"(Intercept)26","Omitting Zhang_2010",-1.30619335430463,0.242258049008048,-5.39174388489042,6.97771732479492e-08
"reported.exposure_HSX:FTM26","Omitting Zhang_2010",-0.586570873646845,0.23036609421307,-2.54625523626022,0.0108885541662274
"reported.exposure_HSX:nodirection26","Omitting Zhang_2010",0.502807887652851,0.600763624580847,0.836947956034556,0.40262182257878
"reported.exposure_MSM26","Omitting Zhang_2010",0.466874923114651,0.207027250323274,2.25513753568974,0.0241246972285409
"reported.exposure_MTC:IntraP26","Omitting Zhang_2010",0.479547217430892,0.400408605633629,1.1976446327172,0.231055392532005
"reported.exposure_MTC:notiming26","Omitting Zhang_2010",-0.245161108178103,0.489431140538555,-0.500910317860722,0.616434240682656
"reported.exposure_MTC:PostP26","Omitting Zhang_2010",-0.300553769396317,0.918047332265484,-0.327383740285628,0.743377662859804
"reported.exposure_MTC:PreP26","Omitting Zhang_2010",-0.251366550452401,0.381377283935062,-0.659102052064544,0.509830238031717
"reported.exposure_PWID26","Omitting Zhang_2010",0.766779513322519,0.323983658114879,2.3667228087493,0.0179463683045967
"(Intercept)27","Omitting Li_2010",-1.29336165659469,0.251867651599243,-5.13508443177376,2.82017385947855e-07
"reported.exposure_HSX:FTM27","Omitting Li_2010",-0.594890768421828,0.231551434962859,-2.56915172439873,0.010194781060377
"reported.exposure_HSX:nodirection27","Omitting Li_2010",0.558494847221666,0.603861071697594,0.924873076602881,0.3550319327846
"reported.exposure_MSM27","Omitting Li_2010",0.463824716174484,0.214942395760778,2.1579024209384,0.030935419242958
"reported.exposure_MTC:IntraP27","Omitting Li_2010",0.281924861265787,0.396869247222409,0.710372152135521,0.477473387477497
"reported.exposure_MTC:notiming27","Omitting Li_2010",-0.211947819135185,0.502444066830627,-0.421833658962546,0.673146435779979
"reported.exposure_MTC:PostP27","Omitting Li_2010",-0.249975267680396,0.934479926413071,-0.267502019695497,0.789082659323486
"reported.exposure_MTC:PreP27","Omitting Li_2010",-0.261619933082988,0.392394594320447,-0.666726649321111,0.504946753181434
"reported.exposure_PWID27","Omitting Li_2010",0.791346508792633,0.332277823323261,2.38158087373397,0.017238505067833
"(Intercept)28","Omitting Masharsky_2010",-1.27571414635843,0.247062146820377,-5.16353542125547,2.4232869950286e-07
"reported.exposure_HSX:FTM28","Omitting Masharsky_2010",-0.594090892134017,0.231282684706171,-2.56867864055094,0.0102087079117901
"reported.exposure_HSX:nodirection28","Omitting Masharsky_2010",0.554481672611726,0.603208982556583,0.919219853559979,0.357980588682046
"reported.exposure_MSM28","Omitting Masharsky_2010",0.475386940979574,0.211097018147468,2.25198321203892,0.0243233329371531
"reported.exposure_MTC:IntraP28","Omitting Masharsky_2010",0.292086134280391,0.395685444921132,0.738177605543741,0.460406529568373
"reported.exposure_MTC:notiming28","Omitting Masharsky_2010",-0.231187133288333,0.500106218901259,-0.462276061665969,0.643883363983517
"reported.exposure_MTC:PostP28","Omitting Masharsky_2010",-0.241124201501774,0.932288308903596,-0.258636946531427,0.7959153737085
"reported.exposure_MTC:PreP28","Omitting Masharsky_2010",-0.26173417893093,0.390653095139053,-0.6699913099057,0.502863329918328
"reported.exposure_PWID28","Omitting Masharsky_2010",0.866355105418904,0.353860035018782,2.44829881784452,0.0143532561939078
"(Intercept)29","Omitting Nofemela_2011",-1.32373346336564,0.256730783035531,-5.15611508567104,2.52125971225098e-07
"reported.exposure_HSX:FTM29","Omitting Nofemela_2011",-0.584500267609734,0.232841153613285,-2.51029621928649,0.0120629923828356
"reported.exposure_HSX:nodirection29","Omitting Nofemela_2011",0.568415093654391,0.604683041505786,0.940021556151004,0.347206503721371
"reported.exposure_MSM29","Omitting Nofemela_2011",0.487999509220494,0.215104771253244,2.26865962283081,0.0232890328034772
"reported.exposure_MTC:IntraP29","Omitting Nofemela_2011",0.289718799868405,0.397207332274403,0.72938935494841,0.465763527516244
"reported.exposure_MTC:notiming29","Omitting Nofemela_2011",-0.231550559983619,0.506422475935134,-0.457228047700786,0.647507140526068
"reported.exposure_MTC:PostP29","Omitting Nofemela_2011",-0.223980528927993,0.933882336031187,-0.239838061269973,0.810455799328253
"reported.exposure_MTC:PreP29","Omitting Nofemela_2011",-0.251546984121382,0.392024031956649,-0.641662152358042,0.521092568423821
"reported.exposure_PWID29","Omitting Nofemela_2011",0.793922430837412,0.335531127913876,2.36616625042668,0.0179733713814944
"(Intercept)30","Omitting Rolland_2011",-1.27992236190551,0.236457482254713,-5.41290700425698,6.20096991609383e-08
"reported.exposure_HSX:FTM30","Omitting Rolland_2011",-0.595609941120575,0.229613480861428,-2.59396764896407,0.00948754137678341
"reported.exposure_HSX:nodirection30","Omitting Rolland_2011",0.4951124613836,0.597996304807923,0.827952375964314,0.407697471211265
"reported.exposure_MSM30","Omitting Rolland_2011",0.463056116467749,0.203071010947783,2.28026695837358,0.0225918602153575
"reported.exposure_MTC:IntraP30","Omitting Rolland_2011",0.30847469934201,0.374716105302633,0.823222420858787,0.410381521043546
"reported.exposure_MTC:notiming30","Omitting Rolland_2011",-0.243035948230884,0.478415064578209,-0.508002289696196,0.611451737456169
"reported.exposure_MTC:PostP30","Omitting Rolland_2011",-0.27586792715415,0.899133218957405,-0.306815409927835,0.758983878195821
"reported.exposure_MTC:PreP30","Omitting Rolland_2011",-0.339918882686579,0.367974610949456,-0.923756347780389,0.355613187339197
"reported.exposure_PWID30","Omitting Rolland_2011",0.762387548057761,0.315936091284115,2.41310685638685,0.0158171815810819
"(Intercept)31","Omitting CollinsFairclough_2011",-1.27887208367276,0.244257632624128,-5.23575075191504,1.64315573736365e-07
"reported.exposure_HSX:FTM31","Omitting CollinsFairclough_2011",-0.578604017194236,0.231352233361696,-2.50096577321407,0.0123855147701207
"reported.exposure_HSX:nodirection31","Omitting CollinsFairclough_2011",0.642684916206805,0.679505470771823,0.945812718000349,0.344244117602135
"reported.exposure_MSM31","Omitting CollinsFairclough_2011",0.502826315590474,0.21050178124929,2.38870337631487,0.0169079472749741
"reported.exposure_MTC:IntraP31","Omitting CollinsFairclough_2011",0.304029656601114,0.391155712232386,0.777259917453256,0.437005438062546
"reported.exposure_MTC:notiming31","Omitting CollinsFairclough_2011",-0.268232964373608,0.494806677905081,-0.542096492127505,0.587752035138549
"reported.exposure_MTC:PostP31","Omitting CollinsFairclough_2011",-0.218050780326501,0.924820364834647,-0.235776361137428,0.813606212159556
"reported.exposure_MTC:PreP31","Omitting CollinsFairclough_2011",-0.275255670858377,0.384922068424747,-0.715094543643165,0.47455062528872
"reported.exposure_PWID31","Omitting CollinsFairclough_2011",0.761384181569264,0.327535689380251,2.32458387362282,0.0200942219271892
"(Intercept)32","Omitting Cornelissen_2011",-1.29426492862154,0.241243661531688,-5.36496967590393,8.09628201065835e-08
"reported.exposure_HSX:FTM32","Omitting Cornelissen_2011",-0.584485961176821,0.230490098378041,-2.53583978353018,0.0112178043539482
"reported.exposure_HSX:nodirection32","Omitting Cornelissen_2011",0.556420765174672,0.600476727761771,0.926631690205023,0.354117795334858
"reported.exposure_MSM32","Omitting Cornelissen_2011",0.517040098068735,0.208169574055067,2.48374480476173,0.0130008939434779
"reported.exposure_MTC:IntraP32","Omitting Cornelissen_2011",0.311652900417879,0.385154477172588,0.809163384794895,0.418421173021998
"reported.exposure_MTC:notiming32","Omitting Cornelissen_2011",-0.201517554800365,0.488691688774031,-0.412361330117783,0.680074602213867
"reported.exposure_MTC:PostP32","Omitting Cornelissen_2011",-0.249854443634129,0.91546170909321,-0.27292724660392,0.784909141589333
"reported.exposure_MTC:PreP32","Omitting Cornelissen_2011",-0.275969622250683,0.378630051931799,-0.728863493118588,0.466085168018148
"reported.exposure_PWID32","Omitting Cornelissen_2011",0.779995448743739,0.322512794456032,2.41849459045283,0.0155848772907622
"(Intercept)33","Omitting Novitsky_2011",-1.31786033035526,0.249791264066777,-5.27584635627191,1.32144770690318e-07
"reported.exposure_HSX:FTM33","Omitting Novitsky_2011",-0.666674676172397,0.238605981146943,-2.79404008637082,0.005205402560079
"reported.exposure_HSX:nodirection33","Omitting Novitsky_2011",0.562626990141948,0.603763120652639,0.931867103001878,0.351405210577298
"reported.exposure_MSM33","Omitting Novitsky_2011",0.480976870671286,0.212316553125447,2.26537622051118,0.0234896023063637
"reported.exposure_MTC:IntraP33","Omitting Novitsky_2011",0.281901662601115,0.395689843613171,0.712430877747532,0.476198000481505
"reported.exposure_MTC:notiming33","Omitting Novitsky_2011",-0.20049398675867,0.502277297344206,-0.399169916336619,0.68976800827569
"reported.exposure_MTC:PostP33","Omitting Novitsky_2011",-0.245658018020432,0.932227852847822,-0.263517140439413,0.79215201412147
"reported.exposure_MTC:PreP33","Omitting Novitsky_2011",-0.270688179914949,0.390652470936435,-0.692913011060909,0.488364143937734
"reported.exposure_PWID33","Omitting Novitsky_2011",0.798524742210398,0.332492805036522,2.40163014090692,0.0163222020402633
"(Intercept)34","Omitting Kishko_2011",-1.29775380298736,0.246374928331632,-5.26739393401477,1.38374061758138e-07
"reported.exposure_HSX:FTM34","Omitting Kishko_2011",-0.591519818053845,0.231360414990109,-2.55670278806828,0.0105669459499637
"reported.exposure_HSX:nodirection34","Omitting Kishko_2011",0.560904920387604,0.603305875558872,0.929718975251168,0.352516607185415
"reported.exposure_MSM34","Omitting Kishko_2011",0.478522877418399,0.210768166152115,2.27037548484927,0.0231848106136403
"reported.exposure_MTC:IntraP34","Omitting Kishko_2011",0.229193385402657,0.412261254314545,0.555942094979872,0.578250440190841
"reported.exposure_MTC:notiming34","Omitting Kishko_2011",-0.228340143500354,0.49954266836397,-0.457098378098874,0.647600336007379
"reported.exposure_MTC:PostP34","Omitting Kishko_2011",-0.218988144065001,0.931470297776666,-0.235099438584038,0.814131554431422
"reported.exposure_MTC:PreP34","Omitting Kishko_2011",-0.280854963752364,0.389534074495811,-0.72100230028884,0.470908099467453
"reported.exposure_PWID34","Omitting Kishko_2011",0.784213882948135,0.330467993015184,2.3730403534484,0.0176423363272122
"(Intercept)35","Omitting Herbeck_2011",-1.28944230048116,0.245649094826513,-5.24912294666429,1.52825057898238e-07
"reported.exposure_HSX:FTM35","Omitting Herbeck_2011",-0.59611356908857,0.231206592200639,-2.57827237283645,0.00992956960117371
"reported.exposure_HSX:nodirection35","Omitting Herbeck_2011",0.55432670944016,0.602555936293223,0.919958921739687,0.357594226007769
"reported.exposure_MSM35","Omitting Herbeck_2011",0.480158491247557,0.21057697018602,2.28020419717975,0.0225955805307693
"reported.exposure_MTC:IntraP35","Omitting Herbeck_2011",0.290329508886986,0.393376923597366,0.738044078010401,0.46048766441458
"reported.exposure_MTC:notiming35","Omitting Herbeck_2011",-0.219933434071899,0.49863749920745,-0.441068781271902,0.659163203491816
"reported.exposure_MTC:PostP35","Omitting Herbeck_2011",-0.246414154564236,0.928735786386618,-0.265322127322073,0.790761320022561
"reported.exposure_MTC:PreP35","Omitting Herbeck_2011",-0.266488107622747,0.388094748938433,-0.686657339094848,0.492298686259512
"reported.exposure_PWID35","Omitting Herbeck_2011",0.788299314657482,0.3298951799371,2.38954480877163,0.0168692659251735
"(Intercept)36","Omitting Kiwelu_2012",-1.30665496575767,0.248384830263791,-5.26060695562594,1.43580656077116e-07
"reported.exposure_HSX:FTM36","Omitting Kiwelu_2012",-0.58638227444849,0.232541690664255,-2.52162213482447,0.0116815115399242
"reported.exposure_HSX:nodirection36","Omitting Kiwelu_2012",0.576915760254854,0.605707184339107,0.952466431258087,0.340860482580257
"reported.exposure_MSM36","Omitting Kiwelu_2012",0.493543828841346,0.217474848685432,2.26942946195694,0.023242222246776
"reported.exposure_MTC:IntraP36","Omitting Kiwelu_2012",0.294659388397103,0.398274463668069,0.739840023091911,0.459397070634267
"reported.exposure_MTC:notiming36","Omitting Kiwelu_2012",-0.210793873358365,0.503573376278205,-0.418596143656947,0.675511308401603
"reported.exposure_MTC:PostP36","Omitting Kiwelu_2012",-0.225669466876609,0.936607849164082,-0.240943386368177,0.809598995037893
"reported.exposure_MTC:PreP36","Omitting Kiwelu_2012",-0.25351298869725,0.396595052437023,-0.639223780376096,0.522677364120059
"reported.exposure_PWID36","Omitting Kiwelu_2012",0.803387820495076,0.33686829146589,2.38487219144051,0.0170850558491926
"(Intercept)37","Omitting Sturdevant_2012",-1.24834260599461,0.241523768052879,-5.16861183501122,2.35839147620139e-07
"reported.exposure_HSX:FTM37","Omitting Sturdevant_2012",-0.59143690566188,0.230625543619621,-2.56449002300178,0.0103327549933703
"reported.exposure_HSX:nodirection37","Omitting Sturdevant_2012",0.559474470505231,0.599621900276715,0.933045424536768,0.350796515423034
"reported.exposure_MSM37","Omitting Sturdevant_2012",0.462992747551977,0.206792770386593,2.23892134471832,0.0251610343994693
"reported.exposure_MTC:IntraP37","Omitting Sturdevant_2012",0.303776066699772,0.386941356974445,0.785070040264099,0.432412504303239
"reported.exposure_MTC:notiming37","Omitting Sturdevant_2012",0.492789425980231,0.564833717730485,0.872450440742579,0.382962693403081
"reported.exposure_MTC:PostP37","Omitting Sturdevant_2012",-0.176278665013993,0.917041949795916,-0.192225301201568,0.847565727960109
"reported.exposure_MTC:PreP37","Omitting Sturdevant_2012",-0.209564206139672,0.380679786097701,-0.550499957688555,0.581976505899335
"reported.exposure_PWID37","Omitting Sturdevant_2012",0.748121967828572,0.322961621826127,2.31644231781614,0.0205341304557027
"(Intercept)38","Omitting Rossenkhan_2012",-1.2950804495099,0.244199341538408,-5.30337404413601,1.13681651501006e-07
"reported.exposure_HSX:FTM38","Omitting Rossenkhan_2012",-0.598919857709827,0.230868589036231,-2.59420244308694,0.00948106423646035
"reported.exposure_HSX:nodirection38","Omitting Rossenkhan_2012",0.52186519166362,0.601508551523333,0.867593969099834,0.385616649158263
"reported.exposure_MSM38","Omitting Rossenkhan_2012",0.453006312465413,0.209205097641113,2.16536937949062,0.0303594090612392
"reported.exposure_MTC:IntraP38","Omitting Rossenkhan_2012",0.283955540546921,0.390642696325045,0.726893253651536,0.467291350260953
"reported.exposure_MTC:notiming38","Omitting Rossenkhan_2012",-0.243130082820745,0.494104781820944,-0.492061788847151,0.62267566380359
"reported.exposure_MTC:PostP38","Omitting Rossenkhan_2012",-0.255055172828402,0.924636330219008,-0.275843771754014,0.782668062454795
"reported.exposure_MTC:PreP38","Omitting Rossenkhan_2012",-0.298352352920855,0.385056283810947,-0.774827902996483,0.438441358958197
"reported.exposure_PWID38","Omitting Rossenkhan_2012",0.755440920156619,0.327014578450934,2.31011389074805,0.0208818496044935
"(Intercept)39","Omitting Baalwa_2013",-1.33776367290028,0.251849384310133,-5.31176074368692,1.08571085940385e-07
"reported.exposure_HSX:FTM39","Omitting Baalwa_2013",-0.571568465913514,0.232170921102384,-2.46184346945611,0.0138224977820618
"reported.exposure_HSX:nodirection39","Omitting Baalwa_2013",0.586152417289574,0.603684994346593,0.970957407884562,0.331569488688279
"reported.exposure_MSM39","Omitting Baalwa_2013",0.515655523941377,0.214219700281781,2.40713399964192,0.0160782692285867
"reported.exposure_MTC:IntraP39","Omitting Baalwa_2013",0.304020981234087,0.392902398071719,0.773782452655309,0.439059451008437
"reported.exposure_MTC:notiming39","Omitting Baalwa_2013",-0.20800152582609,0.498035857070743,-0.417643675396137,0.676207659003079
"reported.exposure_MTC:PostP39","Omitting Baalwa_2013",-0.216006473950814,0.926979624746763,-0.233021814271078,0.815744466643886
"reported.exposure_MTC:PreP39","Omitting Baalwa_2013",-0.239089028632753,0.387486406268155,-0.617025590485606,0.537217846609716
"reported.exposure_PWID39","Omitting Baalwa_2013",0.813256634837348,0.330200040989655,2.46292105960952,0.0137810253809923
"(Intercept)40","Omitting Frange_2013",-1.30558997842295,0.242267229857623,-5.38904902322212,7.08314843851016e-08
"reported.exposure_HSX:FTM40","Omitting Frange_2013",-0.588178291858547,0.230727821907634,-2.54923002781177,0.0107961064124158
"reported.exposure_HSX:nodirection40","Omitting Frange_2013",0.487849793217448,0.601472434515626,0.811092520990293,0.417312540515589
"reported.exposure_MSM40","Omitting Frange_2013",0.479778827253577,0.208061670873569,2.30594527689399,0.0211136902704098
"reported.exposure_MTC:IntraP40","Omitting Frange_2013",0.235085398892151,0.38700130906676,0.607453756316874,0.543549822897758
"reported.exposure_MTC:notiming40","Omitting Frange_2013",-0.270512729483058,0.486995071626627,-0.555473238321509,0.578571010050954
"reported.exposure_MTC:PostP40","Omitting Frange_2013",-0.362266708638637,0.918478467798272,-0.394420469656783,0.693270633549872
"reported.exposure_MTC:PreP40","Omitting Frange_2013",-0.332112415340954,0.379209467692799,-0.875802013492978,0.381137675275561
"reported.exposure_PWID40","Omitting Frange_2013",0.758417064451761,0.323683971601778,2.34307883921057,0.0191253412470893
"(Intercept)41","Omitting Chaillon_2014",-1.28926846144578,0.245571480621405,-5.25007406472182,1.52038067406942e-07
"reported.exposure_HSX:FTM41","Omitting Chaillon_2014",-0.592125269145,0.230961621680611,-2.56373879277584,0.0103551442133928
"reported.exposure_HSX:nodirection41","Omitting Chaillon_2014",0.534766285075213,0.602404711845981,0.887719293291216,0.374691765176547
"reported.exposure_MSM41","Omitting Chaillon_2014",0.467741918845059,0.209767858085793,2.2298073838069,0.0257602329970786
"reported.exposure_MTC:IntraP41","Omitting Chaillon_2014",0.323915527856519,0.403409059341624,0.802945596673409,0.422006179919784
"reported.exposure_MTC:notiming41","Omitting Chaillon_2014",-0.249792077814423,0.496222247193073,-0.503387502731679,0.614691856361333
"reported.exposure_MTC:PostP41","Omitting Chaillon_2014",-0.278864749734005,0.92757947501662,-0.300637042156424,0.76369128185196
"reported.exposure_MTC:PreP41","Omitting Chaillon_2014",-0.204130307501159,0.3937486291277,-0.518427982729447,0.604159695090043
"reported.exposure_PWID41","Omitting Chaillon_2014",0.77605589940724,0.328318394511047,2.36372957586794,0.0180920133121138
"(Intercept)42","Omitting Sterrett_2014",-1.30203645359223,0.249978567127784,-5.20859235474639,1.90278635831212e-07
"reported.exposure_HSX:FTM42","Omitting Sterrett_2014",-0.5823436835375,0.230817925395959,-2.52295692606418,0.0116372654505612
"reported.exposure_HSX:nodirection42","Omitting Sterrett_2014",0.526976285743998,0.60183479047322,0.875616189169853,0.381238721407053
"reported.exposure_MSM42","Omitting Sterrett_2014",0.486905948668752,0.209250924499895,2.32689986833964,0.0199705952242291
"reported.exposure_MTC:IntraP42","Omitting Sterrett_2014",0.322837233456578,0.391225201481329,0.825195391897536,0.409260669186551
"reported.exposure_MTC:notiming42","Omitting Sterrett_2014",-0.260440692209556,0.495550868119365,-0.525557937569433,0.599195388234022
"reported.exposure_MTC:PostP42","Omitting Sterrett_2014",-0.204503194591341,0.924694438374612,-0.221157591204731,0.824969728960222
"reported.exposure_MTC:PreP42","Omitting Sterrett_2014",-0.287801892431198,0.384824723883335,-0.747877863789358,0.454533830752173
"reported.exposure_PWID42","Omitting Sterrett_2014",1.02218053418244,0.374036116304853,2.73283912869346,0.00627909927719069
"(Intercept)43","Omitting Wagner_2014",-1.29524963787353,0.236797716106264,-5.46985696978718,4.50398905289304e-08
"reported.exposure_HSX:FTM43","Omitting Wagner_2014",-0.574809478361361,0.229885201726188,-2.50041966183629,0.0124046264492792
"reported.exposure_HSX:nodirection43","Omitting Wagner_2014",0.513617041644979,0.597653702781713,0.859389039596685,0.390125914646478
"reported.exposure_MSM43","Omitting Wagner_2014",0.456342011813416,0.20264109863041,2.25197166269673,0.0243240628252419
"reported.exposure_MTC:IntraP43","Omitting Wagner_2014",0.273771563775193,0.378587017703811,0.723140390380156,0.469593636763273
"reported.exposure_MTC:notiming43","Omitting Wagner_2014",-0.344162034896007,0.48512127807002,-0.709435043264238,0.478054547727868
"reported.exposure_MTC:PostP43","Omitting Wagner_2014",-0.25453292114035,0.903470369677567,-0.281728023057567,0.778152065192897
"reported.exposure_MTC:PreP43","Omitting Wagner_2014",-0.244399150925634,0.369027271322838,-0.662279375856278,0.5077921919045
"reported.exposure_PWID43","Omitting Wagner_2014",0.769845493619991,0.320410690924768,2.40268354154497,0.016275264910776
"(Intercept)44","Omitting Danaviah_2015",-1.29575228878363,0.246550715437521,-5.25552029522293,1.47606573815736e-07
"reported.exposure_HSX:FTM44","Omitting Danaviah_2015",-0.591876241096245,0.231286068987865,-2.55906567864794,0.0104953910467894
"reported.exposure_HSX:nodirection44","Omitting Danaviah_2015",0.552913507330602,0.602885622593167,0.917111781422782,0.359084068033708
"reported.exposure_MSM44","Omitting Danaviah_2015",0.475882713119716,0.210589975423568,2.2597595738475,0.0238361766677904
"reported.exposure_MTC:IntraP44","Omitting Danaviah_2015",0.287421184400366,0.394372331981037,0.728806665915362,0.466119933448134
"reported.exposure_MTC:notiming44","Omitting Danaviah_2015",-0.227159347292714,0.499170349116395,-0.455073799344892,0.649056146679048
"reported.exposure_MTC:PreP44","Omitting Danaviah_2015",-0.269381146732972,0.389104745058458,-0.69231010455167,0.488742605833626
"reported.exposure_PWID44","Omitting Danaviah_2015",0.783581928652379,0.330291837225509,2.37239265503672,0.0176732977529143
"grouped.method_distance","Omitting Danaviah_2015",0.376179479180928,0.334602552667102,1.12425764891038,0.260903739356326
"(Intercept)45","Omitting Janes_2015",-1.36347186838799,0.254374339764874,-5.3600998813335,8.31759522237768e-08
"reported.exposure_HSX:FTM45","Omitting Janes_2015",-0.666554908854486,0.277549673711745,-2.40156978007025,0.0163248951806911
"reported.exposure_HSX:nodirection45","Omitting Janes_2015",0.546847158931646,0.604181222418572,0.905104525994015,0.365410014605798
"reported.exposure_MSM45","Omitting Janes_2015",0.507317387799034,0.214224222105246,2.36816071877154,0.0178767682914297
"reported.exposure_MTC:IntraP45","Omitting Janes_2015",0.312720457158588,0.394796397485508,0.792105650280324,0.42829907578123
"reported.exposure_MTC:notiming45","Omitting Janes_2015",-0.192356375114287,0.497367424930022,-0.386749042001195,0.698942005622934
"reported.exposure_MTC:PostP44","Omitting Janes_2015",-0.209335695678604,0.929057358667901,-0.225320529163833,0.821729930295255
"reported.exposure_MTC:PreP45","Omitting Janes_2015",-0.325626952363658,0.390663641215434,-0.833522544740961,0.40455008845253
"reported.exposure_PWID45","Omitting Janes_2015",0.789318228349709,0.331470759192268,2.38126050778394,0.017253505670084
"(Intercept)46","Omitting Gounder_2015",-1.2967289784004,0.248040319733561,-5.22789593156999,1.71449963075488e-07
"reported.exposure_HSX:FTM46","Omitting Gounder_2015",-0.60913315189557,0.237837211167532,-2.56113477325673,0.0104330874312679
"reported.exposure_HSX:nodirection46","Omitting Gounder_2015",0.551445751847424,0.603106295274872,0.914342556474389,0.360536875620181
"reported.exposure_MSM46","Omitting Gounder_2015",0.468403585305118,0.211588921257044,2.21374343478073,0.026846433202125
"reported.exposure_MTC:IntraP46","Omitting Gounder_2015",0.278349079589857,0.396008189318431,0.702887180360898,0.482126060895179
